ID,ETA(7),ETA(8)
1,0.00000000,0.00000000
2,0.00000000,0.00000000
3,0.01618080,-0.03431260
4,0.00000000,0.00000000
5,0.00000000,0.00000000
6,0.00000000,0.00000000
7,0.00000000,0.00000000
8,0.00000000,0.00000000
9,-0.21058800,0.02606170
10,0.00000000,0.00000000
11,0.00000000,0.00000000
12,0.00000000,0.00000000
13,0.00000000,0.00000000
14,0.00000000,0.00000000
15,0.00000000,0.00000000
16,0.00000000,0.00000000
17,0.00000000,0.00000000
18,0.00000000,0.00000000
19,0.00000000,0.00000000
20,0.00000000,0.00000000
21,0.00000000,0.00000000
22,0.00000000,0.00000000
23,0.00000000,0.00000000
24,0.00000000,0.00000000
25,0.00000000,0.00000000
26,0.00000000,0.00000000
27,0.00000000,0.00000000
28,0.00000000,0.00000000
29,0.00000000,0.00000000
30,0.00000000,0.00000000
31,0.00000000,0.00000000
32,0.00000000,0.00000000
33,0.00000000,0.00000000
34,0.00000000,0.00000000
35,0.00000000,0.00000000
36,0.00000000,0.00000000
37,0.00000000,0.00000000
38,0.00000000,0.00000000
39,0.00000000,0.00000000
40,0.00000000,0.00000000
41,0.00000000,0.00000000
42,0.00000000,0.00000000
43,0.00000000,0.00000000
44,0.00000000,0.00000000
45,0.00000000,0.00000000
46,0.00000000,0.00000000
47,0.00000000,0.00000000
48,0.00000000,0.00000000
49,0.00000000,0.00000000
50,0.00000000,0.00000000
51,0.00000000,0.00000000
52,0.00000000,0.00000000
53,0.00000000,0.00000000
54,0.00000000,0.00000000
55,0.00000000,0.00000000
56,0.00000000,0.00000000
57,0.00000000,0.00000000
58,0.00000000,0.00000000
59,0.00000000,0.00000000
60,0.00000000,0.00000000
61,0.00000000,0.00000000
62,0.00000000,0.00000000
63,0.00000000,0.00000000
64,0.00000000,0.00000000
65,0.00000000,0.00000000
66,0.00000000,0.00000000
67,0.00000000,0.00000000
68,0.00000000,0.00000000
69,0.00000000,0.00000000
70,0.00000000,0.00000000
71,0.00000000,0.00000000
72,0.00000000,0.00000000
73,0.00000000,0.00000000
74,0.00000000,0.00000000
